car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],2450000.0,35531,Diesel,Mumbai,2019
Hyundai Santro Sportz CNG [2018-2020],545000.0,23404,CNG,Mumbai,2019
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],465000.0,22407,Petrol,Mumbai,2017
Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],511000.0,22498,Petrol,Kolkata,2018
Maruti Suzuki Wagon R 1.0 LXi CNG Avance LE,395000.0,68000,CNG,Thane,2015
Mahindra Marazzo M6 8 STR,1044999.0,70163,Diesel,Hyderabad,2018
Datsun redi-GO Gold Limited Edition,285000.0,48261,Petrol,Mumbai,2017
Honda City V,990000.0,42700,Petrol,Ahmedabad,2019
Renault Kwid 1.0 RXT AMT Opt,545000.0,32000,Petrol,Mumbai,2020
Ford EcoSport Titanium 1.5L Ti-VCT,759000.0,46900,Petrol,Bangalore,2018
Maruti Suzuki Alto 800 Lxi,321000.0,20315,Petrol,Kolkata,2018
Jeep Compass Limited (O) 2.0 Diesel [2017-2020],1800000.0,66500,Diesel,Ambattur,2018
Maruti Suzuki Vitara Brezza ZDi,745000.0,40579,Diesel,Delhi,2018
Honda City 1.5 V MT,390000.0,72474,Petrol,Ahmedabad,2010
Tata Nexon XZ Plus (S),1150000.0,1419,Petrol,Kolkata,2022
Maruti Suzuki Alto 800 Lxi,320000.0,29799,Petrol,Ahmedabad,2016
Maruti Suzuki Ciaz ZXi,675000.0,73402,Petrol,Pune,2017
Maruti Suzuki Alto 800 Lxi,269000.0,70661,Petrol,Pune,2015
Mahindra XUV500 W10,1150000.0,148803,Diesel,Hyderabad,2015
Kia Sonet HTE 1.2 [2020-2021],790000.0,7500,Petrol,Ahmedabad,2021
Maruti Suzuki Ertiga VXI,644000.0,53056,Petrol,Kolkata,2017
Maruti Suzuki Eeco 5 STR WITH A/C+HTR CNG [2017-2019],555000.0,69817,CNG,Pune,2020
Audi A6 35 TDI Premium,1800000.0,38894,Diesel,Hyderabad,2013
Maruti Suzuki Alto K10 VXi,234000.0,15685,Petrol,Pune,2012
Jeep Compass Sport 1.4 Petrol,1530000.0,18000,Petrol,Hyderabad,2018
Maruti Suzuki Wagon R 1.0 VXi,268000.0,76617,Petrol,Kolkata,2013
Skoda Kodiaq Style 2.0 TDI 4x4 AT,3325000.0,32407,Diesel,Bangalore,2018
Land Rover Discovery Sport SE,4950000.0,38000,Diesel,Thane,2018
Maruti Suzuki Swift ZXi,648000.0,21852,Petrol,Delhi,2018
Mahindra KUV100 K4 Plus 6 STR,395000.0,41000,Petrol,Noida,2017
Kia Sonet GTX Plus 1.0 iMT [2020-2021],1275000.0,4000,Petrol,Ahmedabad,2022
Hyundai Elite i20 Sportz 1.2,675000.0,31776,Petrol,Thane,2018
Maruti Suzuki Swift DZire VXI,385000.0,76725,Petrol,Kolkata,2014
Maruti Suzuki Dzire VXi,544000.0,25144,Petrol,Kolkata,2018
Renault Duster 110 PS RXZ 4X2 MT Diesel,1025000.0,63673,Diesel,Bangalore,2018
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],534000.0,40558,Petrol,Chennai,2017
Hyundai Creta 1.6 SX Plus AT,1125000.0,74469,Diesel,Bangalore,2015
Toyota Yaris G CVT [2018-2020],755000.0,67067,Petrol,Mumbai,2018
Volkswagen Vento Highline Petrol,325000.0,77000,Petrol,Noida,2011
Tata Nexon XZ Plus Dual Tone,913000.0,50043,Petrol,Pune,2018
Hyundai Eon Era [2011-2012],220000.0,81000,Petrol,Ahmedabad,2011
Tata Harrier XT Plus,1895000.0,30830,Diesel,Thane,2020
Maruti Suzuki Swift VDi ABS [2014-2017],567000.0,83647,Diesel,Pune,2016
Tata Tiago Revotron XZ,569000.0,33640,Petrol,Bangalore,2018
Volkswagen Vento Comfortline Petrol AT,765000.0,60240,Petrol,Bangalore,2015
Ford EcoSport Titanium 1.5 TDCi,511000.0,62225,Diesel,Mumbai,2014
Audi A4 2.0 TDI Sline,1689999.0,48000,Diesel,Ahmedabad,2015
Honda BR-V V CVT Petrol,795000.0,61280,Petrol,Mumbai,2016
Maruti Suzuki Ertiga VDi,670000.0,92064,Diesel,Hyderabad,2014
Tata Altroz XZ Petrol,789000.0,9291,Petrol,Pune,2020
Maruti Suzuki Baleno Delta 1.3,625000.0,65000,Diesel,Pallikarnai,2018
Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],1825000.0,28449,Petrol,Mumbai,2019
Toyota Yaris V CVT,990000.0,41079,Petrol,Pune,2019
Renault Kwid CLIMBER 1.0 AMT [2017-2019],555000.0,10690,Petrol,Mumbai,2020
Hyundai Creta 1.6 SX Plus Petrol,1175000.0,36313,Petrol,Mumbai,2019
Honda City SV CVT,590000.0,75258,Petrol,Mumbai,2015
Maruti Suzuki Swift ZXi AMT [2018-2019],750000.0,21523,Petrol,Hyderabad,2018
Hyundai Eon 1.0 Kappa Magna + [2014-2016],310000.0,40000,Petrol,Thane,2016
Maruti Suzuki Wagon R 1.0 LXI CNG,490000.0,57300,CNG,Ahmedabad,2018
BMW 7 Series 730Ld Sedan,1955999.0,77000,Diesel,Ahmedabad,2010
Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],1011999.0,20744,Diesel,Delhi,2019
Audi A3 35 TDI Technology + Sunroof,3050000.0,40910,Diesel,Bangalore,2020
Mercedes-Benz GLA 200 d Sport,2559000.0,25000,Diesel,Delhi,2017
Maruti Suzuki Ertiga VXI,936000.0,43162,Petrol,Hyderabad,2021
Honda Accord 2.4 Elegance MT,390000.0,82000,Petrol,Mumbai,2010
MG Hector Plus Sharp 1.5 Petrol Turbo CVT 6-STR,1939999.0,24000,Petrol,Delhi,2021
Tata Indigo eCS LS CR4 BS-IV,200000.0,175000,Diesel,Poonamallee,2014
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,471000.0,21415,Petrol,Bangalore,2014
Maruti Suzuki Celerio ZXi AMT [2019-2020],445000.0,48549,Petrol,Mumbai,2016
BMW 5 Series 520d Luxury Line [2017-2019],2149000.0,69000,Diesel,Delhi,2015
Datsun redi-GO T(O) 1.0,345000.0,1391,Petrol,Mumbai,2019
Maruti Suzuki Wagon R 1.0 LXI,325000.0,42000,Petrol,Mumbai,2014
Renault Kwid RXT 1.0 AMT,525000.0,8097,Petrol,Noida,2022
Maruti Suzuki Swift LXi,408000.0,31511,Petrol,Delhi,2014
Skoda Rapid Ambition 1.6 MPI AT Plus,351000.0,65000,Petrol,Mumbai,2013
Mercedes-Benz E-Class E 220 d Avantgarde,4450000.0,88508,Diesel,Hyderabad,2018
Mahindra Thar LX Convertible Diesel MT,1299000.0,36804,Diesel,Kolkata,2021
Hyundai Creta SX 1.6 CRDi (O),1490000.0,40000,Diesel,Hyderabad,2018
Skoda Rapid Ambition 1.6 TDI CR MT,745000.0,117048,Diesel,Hyderabad,2016
Maruti Suzuki Alto 800 LXi (O),350000.0,28200,Petrol,Ahmedabad,2021
Maruti Suzuki Swift VXi,499000.0,57742,Petrol,Bangalore,2014
Audi Q3 30 TDI Premium FWD,2250000.0,94520,Diesel,Ahmedabad,2017
Mahindra XUV500 W8 [2015-2017],685000.0,88066,Diesel,Delhi,2015
Volkswagen Polo Highline1.2L (D),380000.0,78140,Diesel,Ahmedabad,2014
Tata Nexon XZA Plus Petrol,875000.0,29873,Petrol,Thane,2018
Hyundai Elite i20 Asta 1.4 (O) CRDi,880000.0,56415,Diesel,Hyderabad,2019
Honda BR-V S Petrol,942000.0,38258,Petrol,Delhi,2018
Volvo S60 Kinetic D4,1595000.0,118271,Diesel,Hyderabad,2016
Mahindra Bolero Power Plus ZLX,832000.0,29726,Diesel,Delhi,2019
Maruti Suzuki Vitara Brezza ZDi,865000.0,77000,Diesel,Hyderabad,2017
Mahindra XUV500 W11(O) [2018-2020],1395000.0,55218,Diesel,Delhi,2018
Maruti Suzuki XL6 Zeta MT Petrol,1044999.0,2390,Petrol,Mumbai,2021
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],491000.0,71975,Petrol,Hyderabad,2017
Tata Hexa XTA 4x2 7 STR,1550000.0,70930,Diesel,Hyderabad,2018
Honda Amaze 1.2 S AT i-VTEC,625000.0,45751,Petrol,Ahmedabad,2017
Maruti Suzuki Wagon R 1.0 VXI,369000.0,32702,Petrol,Kolkata,2016
Honda Amaze 1.2 V MT Petrol [2018-2020],725000.0,45982,Petrol,Bangalore,2018
Jeep Compass Limited (O) 2.0 Diesel [2017-2020],1745000.0,57624,Diesel,Hyderabad,2018
Maruti Suzuki Celerio VXi AMT,400000.0,67000,Petrol,Thiruvallur,2014
Renault Kwid CLIMBER 1.0 (O),480000.0,1245,Petrol,Kolkata,2021
Honda City SV,799000.0,56861,Petrol,Bangalore,2016
Maruti Suzuki Dzire ZXi,795000.0,33372,Petrol,Bangalore,2020
Tata Safari XZA Plus Gold 6 S,2400000.0,22360,Diesel,Thane,2021
Hyundai i20 Magna (O) 1.2,425000.0,74050,Petrol,Pune,2014
Hyundai Elite i20  Asta 1.2 AT,894999.0,39389,Petrol,Bangalore,2018
Maruti Suzuki Alto K10 VXi [2014-2019],336000.0,44042,Petrol,Pune,2015
Mercedes-Benz C-Class C 220d Progressive [2018-2019],4600000.0,53841,Diesel,Hyderabad,2019
Mahindra XUV500 W11 AT,1590000.0,45724,Diesel,Ahmedabad,2018
Jeep Compass Model S (O) Diesel 4x4 AT,3700000.0,1600,Diesel,Hyderabad,2022
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],500000.0,33583,Petrol,Kolkata,2019
Hyundai Venue S 1.0 AT Petrol [2019-2020],1044999.0,32727,Petrol,Mumbai,2020
Hyundai Verna 1.6 VTVT SX,868000.0,52858,Petrol,Delhi,2018
Maruti Suzuki Alto K10 VXi [2014-2019],295000.0,88989,Petrol,Chennai,2016
Skoda Rapid Style 1.6 MPI,1046000.0,10418,Petrol,Delhi,2021
Chevrolet Cruze LTZ,850000.0,65000,Diesel,Thane,2017
Ford EcoSport Titanium 1.5 Ti-VCT AT,944999.0,43624,Petrol,Mumbai,2019
Maruti Suzuki Baleno Alpha 1.2,689000.0,31968,Petrol,Delhi,2018
Hyundai Elite i20 Asta 1.2 (O) CVT [2019-2020],851000.0,41236,Petrol,Mumbai,2019
Maruti Suzuki Baleno Zeta 1.2,585000.0,36101,Petrol,Mumbai,2017
Hyundai Creta SX Plus 1.6 AT CRDI,1171000.0,44157,Diesel,Mumbai,2017
Volkswagen Polo GT TSI,592000.0,51644,Petrol,Pune,2014
Hyundai Venue SX 1.4 CRDi,983000.0,40655,Diesel,Delhi,2019
Honda Amaze 1.2 SX i-VTEC,469000.0,79749,Petrol,Pune,2015
Volkswagen Ameo Trendline 1.0L (P),465000.0,46000,Petrol,Noida,2018
Volkswagen Ameo Highline1.2L (P) [2016-2018],399000.0,40729,Petrol,Kolkata,2016
Hyundai Elite i20 Asta 1.2,658000.0,36349,Petrol,Bangalore,2015
Hyundai Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],537000.0,23345,CNG,Pune,2019
Hyundai Elite i20 Magna 1.2 [2016-2017],534000.0,33679,Petrol,Delhi,2016
Hyundai i10 1.1L iRDE Magna Special Edition,295000.0,56000,Petrol,Thane,2014
Maruti Suzuki Celerio VXi,395000.0,66290,Petrol,Noida,2015
Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],425000.0,41624,Petrol,Pune,2017
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],430999.0,46458,Petrol,Pune,2013
Audi A4 2.0 TDI (177bhp) Premium,1650000.0,116265,Diesel,Hyderabad,2013
Honda Amaze 1.2 S i-VTEC,400000.0,50821,Petrol,Delhi,2014
Mahindra XUV500 W8 [2015-2017],975000.0,87820,Diesel,Mumbai,2016
Renault Kwid RXT [2015-2019],425000.0,22785,Petrol,Thane,2019
Maruti Suzuki Wagon R 1.0 LXI CNG,450000.0,70000,CNG,Thane,2018
Mercedes-Benz E-Class E 350 CDI Edition E,2700000.0,84169,Diesel,Hyderabad,2016
Maruti Suzuki Baleno Zeta 1.2,725000.0,12252,Petrol,Mumbai,2020
Hyundai i20 Asta (O) 1.2 MT,910000.0,12420,Petrol,Pune,2021
Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],367000.0,50714,Petrol,Chennai,2014
Tata Tiago Revotron XZ,590000.0,16337,Petrol,Delhi,2021
Maruti Suzuki S-Cross Alpha 1.3,795000.0,52245,Diesel,Thane,2017
Hyundai Venue SX Plus 1.0 Turbo DCT,1097000.0,64317,Petrol,Pune,2020
Audi A6 2.0 TDI Premium,1550000.0,101850,Diesel,Ahmedabad,2014
Hyundai Santro Sportz [2018-2020],529000.0,43189,Petrol,Pune,2019
Audi A4 35 TDI Premium,2700000.0,82695,Diesel,Chennai,2016
Maruti Suzuki Wagon R LXi 1.0 CNG,687000.0,19225,CNG,Pune,2021
Maruti Suzuki Swift VXi [2014-2017],580000.0,63323,Petrol,Hyderabad,2016
Toyota Corolla Altis GL,1150000.0,71957,Diesel,Hyderabad,2015
Maruti Suzuki Ciaz Delta 1.5,849000.0,54031,Petrol,Hyderabad,2020
Maruti Suzuki S-Cross Delta 1.3,894999.0,53416,Diesel,Bangalore,2018
BMW 3 Series 320d Luxury Line,2785000.0,64229,Diesel,Bangalore,2016
Honda Brio EX MT,375000.0,81122,Petrol,Bangalore,2014
Maruti Suzuki Wagon R VXi 1.2,579000.0,50860,Petrol,Bangalore,2019
Skoda Kushaq Style 1.0L TSI MT,1450000.0,3000,Petrol,Kolkata,2022
Maruti Suzuki Swift VXi AMT,785000.0,32516,Petrol,Bangalore,2019
Maruti Suzuki Alto K10 VXi AMT (Airbag) [2014-2019],430000.0,30305,Petrol,Ahmedabad,2018
Mahindra Bolero Power Plus SLE [2016-2019],571000.0,45090,Diesel,Kolkata,2017
BMW 3 Series GT 320d Luxury Line [2014-2016],3950000.0,51400,Diesel,Hyderabad,2019
Volkswagen Taigun GT Plus 1.5 TSI DSG,1648999.0,9792,Petrol,Ahmedabad,2021
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],1630999.0,85182,Diesel,Delhi,2017
Hyundai Elantra 1.8 SX AT,685000.0,25000,Petrol,Pune,2014
Kia Seltos GTX (O) 1.4,1598000.0,14300,Petrol,Pune,2021
Honda City SV CVT,645000.0,52283,Petrol,Mumbai,2015
Tata Tiago NRG Petrol,843000.0,9578,Petrol,Pune,2022
Ford Freestyle Titanium Plus 1.2 Ti-VCT [2018-2020],600000.0,32000,Petrol,Ambattur,2020
Honda City ZX CVT Petrol [2017-2019],925000.0,43239,Petrol,Mumbai,2017
Maruti Suzuki Wagon R LXi Minor,150000.0,150000,Petrol + 1,Ambattur,2007
Skoda Rapid Ambition 1.6 MPI AT,959000.0,54698,Petrol,Delhi,2020
Maruti Suzuki Alto 800 VXi,349000.0,19097,Petrol,Delhi,2020
Maruti Suzuki Swift VXi [2014-2017],629000.0,37497,Petrol,Bangalore,2018
Volkswagen Polo Highline1.2L (P),300000.0,76143,Petrol,Mumbai,2013
Honda City VX CVT Petrol [2017-2019],1145000.0,28340,Petrol,Bangalore,2017
Toyota Corolla Altis G CVT Petrol,1227000.0,75766,Petrol,Delhi,2017
Hyundai Verna Fluidic 1.6 CRDi SX,600000.0,106985,Diesel,Hyderabad,2014
Jeep Compass Limited Plus Petrol AT,2000000.0,11000,Petrol,Mumbai,2020
BMW X3 xDrive20d,1800000.0,74073,Diesel,Hyderabad,2012
Volkswagen Ameo Highline Plus 1.5L AT (D)16 Alloy,660000.0,58549,Diesel,Chennai,2017
Volkswagen Taigun Topline 1.0 TSI MT,1599000.0,12093,Petrol,Bangalore,2021
Ford Figo Duratorq Diesel Titanium 1.4,299000.0,64983,Diesel,Mumbai,2013
Hyundai Elite i20 Asta 1.2,515000.0,36787,Petrol,Thane,2014
Jeep Compass Limited (O) 2.0 Diesel [2017-2020],1126000.0,47631,Diesel,Kolkata,2017
Maruti Suzuki Ciaz Zeta 1.4 AT,752000.0,28800,Petrol,Ahmedabad,2017
Maruti Suzuki Baleno Alpha 1.2,875000.0,43000,Petrol,Hyderabad,2019
Volkswagen Vento TSI,610000.0,55837,Petrol,Mumbai,2016
Hyundai Creta SX Plus 1.6  Petrol,899000.0,41441,Petrol,Thane,2016
Volkswagen Polo Comfortline 1.2L (P),425000.0,49047,Petrol,Mumbai,2015
Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],428000.0,55888,Petrol,Hyderabad,2013
Hyundai Santro Sportz CNG [2018-2020],604000.0,32036,CNG,Delhi,2021
Maruti Suzuki Alto 800 Vxi,246000.0,71169,Petrol,Delhi,2014
Honda Civic ZX CVT Petrol [2019-2020],2070000.0,19600,Petrol,Pune,2019
Maruti Suzuki Ciaz Delta 1.3 Hybrid,600000.0,61456,Diesel,Delhi,2017
Maruti Suzuki Baleno Delta Dualjet,679000.0,28417,Petrol,Delhi,2020
Maruti Suzuki Baleno Sigma 1.3,699000.0,60132,Diesel,Bangalore,2018
Hyundai Elite i20 Sportz 1.2,610000.0,45571,Petrol,Mumbai,2017
Hyundai Eon 1.0 Kappa Magna + [2014-2016],283000.0,34229,Petrol,Delhi,2014
Maruti Suzuki Wagon R 1.0 VXI AMT,445000.0,38754,Petrol,Delhi,2018
Hyundai Verna 1.6 VTVT SX,965000.0,5564,Petrol,Mumbai,2019
Maruti Suzuki Alto K10 VXi AMT,430000.0,58006,Petrol,Hyderabad,2019
Jeep Compass Limited Plus 2.0 Diesel 4x4 AT,2475000.0,11293,Diesel,Mumbai,2020
Volkswagen Polo Comfortline 1.2L (P),579000.0,51000,Petrol,Bangalore,2015
Hyundai Elite i20 Asta 1.4 CRDI,770000.0,77505,Diesel,Chennai,2017
Volkswagen Polo GT TSI,925000.0,62690,Petrol,Bangalore,2018
Maruti Suzuki Alto 800 LXi (O),343000.0,6370,Petrol,Kolkata,2019
Maruti Suzuki Swift Dzire VXI,515000.0,59000,Petrol,Gurgaon,2017
Maruti Suzuki Swift ZXi AMT [2018-2019],725000.0,11874,Petrol,Thane,2019
Renault Kwid 1.0 RXL [2017-2019],285000.0,56856,Petrol,Delhi,2017
Maruti Suzuki Ignis Delta 1.2 MT,474000.0,11824,Petrol,Pune,2018
Mahindra XUV500 W6,1125000.0,56877,Diesel,Bangalore,2016
Maruti Suzuki Wagon R 1.0 LXI CNG,400000.0,45000,CNG,Thane,2015
Honda WR-V VX MT Petrol,625000.0,24459,Petrol,Kolkata,2017
Renault Kwid 1.0 RXT [2016-2019],314000.0,43335,Petrol,Pune,2016
Honda Jazz V Petrol,400000.0,54912,Petrol,Kolkata,2016
Maruti Suzuki Baleno Delta 1.2,665000.0,15116,Petrol,Mumbai,2019
Volvo V90 Cross Country D5 Inscription [2017-2020],3600000.0,67713,Diesel,Ahmedabad,2018
Maruti Suzuki Baleno Delta 1.2 AT,725000.0,45000,Petrol,Hyderabad,2020
Hyundai Eon Era +,245000.0,46101,Petrol,Kolkata,2018
Maruti Suzuki Dzire VXi AMT,769000.0,46232,Petrol,Bangalore,2018
Mercedes-Benz GLC 220d 4MATIC Progressive,6498999.0,6563,Diesel,Kolkata,2022
Land Rover Discovery Sport HSE Luxury,2699000.0,64801,Diesel,Kolkata,2016
Mercedes-Benz GLE 250 d,5355000.0,46023,Diesel,Bangalore,2018
Hyundai Verna Fluidic 1.6 VTVT SX,515000.0,74371,Petrol,Mumbai,2014
Hyundai Elite i20 Magna Plus 1.4 CRDi,594000.0,58262,Diesel,Delhi,2018
Honda BR-V V CVT Petrol,790000.0,61225,Petrol,Mumbai,2016
Hyundai Xcent S 1.2 Special Edition,482000.0,37882,Petrol,Pune,2015
Ford Endeavour Titanium 3.2 4x4 AT,3300000.0,71773,Diesel,Hyderabad,2018
Hyundai i20 Magna 1.2,299000.0,35982,Petrol,Kolkata,2012
Honda Amaze 1.2 S i-VTEC,375000.0,46500,Petrol,Mumbai,2014
Mercedes-Benz E-Class E 350 CDI Edition E,2799000.0,24162,Diesel,Kolkata,2016
Datsun GO Plus T,250000.0,43000,Petrol,Ahmedabad,2015
Ford EcoSport Titanium 1.5 TDCi,465000.0,53000,Diesel,Kolkata,2015
Kia Sonet HTX 1.5 [2020-2021],950000.0,58063,Diesel,Kolkata,2021
Audi Q7 45 TDI Technology Pack,6995000.0,37648,Diesel,Bangalore,2018
Maruti Suzuki Swift VDi,650000.0,82366,Diesel,Hyderabad,2017
Skoda Kodiaq Style 2.0 TDI 4x4 AT,2500000.0,103885,Diesel,Hyderabad,2017
Hyundai Elite i20 Magna 1.2,575000.0,67000,Petrol,Hyderabad,2015
Volkswagen Jetta Trendline 2.0L TDI,295000.0,63389,Diesel,Kolkata,2011
Maruti Suzuki Ritz Vxi BS-IV,465000.0,88000,Petrol,Hyderabad,2015
Audi A3 40 TFSI Premium Plus + sunroof,2450000.0,43290,Petrol,Pune,2018
Maruti Suzuki Baleno Zeta,621000.0,29093,Petrol,Kolkata,2018
Hyundai i10 Magna 1.1 LPG,350000.0,73380,LPG,Hyderabad,2013
Honda Jazz VX Petrol,550000.0,48210,Petrol,Thane,2017
Hyundai Verna Fluidic 1.6 VTVT SX,669000.0,14296,Petrol,Bangalore,2014
Ford EcoSport Titanium 1.5L TDCi,650000.0,59511,Diesel,Kolkata,2018
Toyota Fortuner 2.8 4x4 AT [2016-2020],4199000.0,6373,Diesel,Kolkata,2021
Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],2200000.0,88000,Diesel,Hyderabad,2018
Kia Seltos HTX 1.5 [2020-2021],1275000.0,42000,Petrol,Ahmedabad,2020
Renault Duster 110 PS RxL AWD Diesel,775000.0,94931,Diesel,Bangalore,2015
MG Hector Shine 1.5 Petrol Turbo CVT,1800000.0,5900,Petrol,Kolkata,2021
Land Rover Discovery Sport HSE Luxury,4307000.0,38144,Diesel,Ahmedabad,2019
Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],2700000.0,48989,Diesel,Thane,2020
Maruti Suzuki Swift VXi [2014-2017],595000.0,15205,Petrol,Thane,2018
Mercedes-Benz GLS 350 d,6300000.0,59348,Diesel,Mumbai,2017
Maruti Suzuki Wagon R 1.0 VXI,382000.0,33941,Petrol,Kolkata,2018
Maruti Suzuki Wagon R 1.0 LXI CNG,415000.0,19812,CNG,Pune,2015
Volkswagen Polo Highline Plus 1.2( P)16 Alloy [2017-2018],484999.0,55800,Petrol,Gurgaon,2018
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],482000.0,35010,Petrol,Delhi,2017
Kia Seltos GTX Plus 1.4 [2020-2021],1689999.0,11000,Petrol,Chennai,2020
Maruti Suzuki Baleno Delta 1.2,570000.0,28000,Petrol,Thane,2017
Renault Kwid 1.0 RXT [2016-2019],304000.0,53728,Petrol,Delhi,2018
Tata Harrier XZ,1675000.0,28000,Diesel,Mumbai,2020
Maruti Suzuki Alto K10 VXi,254999.0,66000,Petrol,Hyderabad,2012
Maruti Suzuki Ertiga ZXi AT,1090000.0,32881,Petrol,Ahmedabad,2019
Volkswagen Vento Trendline Petrol,350000.0,101740,Petrol,Hyderabad,2010
BMW X1 sDrive20d,835000.0,47000,Diesel,Thane,2011
Maruti Suzuki Vitara Brezza ZDi,813000.0,82559,Diesel,Chennai,2018
Kia Seltos HTK 1.5 [2020-2021],1850000.0,20881,Petrol,Hyderabad,2021
Toyota Corolla H2 1.8E,200000.0,140000,Petrol + 1,Pallikarnai,2004
Maruti Suzuki S-Cross Alpha 1.3,625000.0,48159,Diesel,Kolkata,2018
Mercedes-Benz B-Class B180 CDI,1350000.0,64300,Diesel,Ahmedabad,2014
Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],1851000.0,32244,Diesel,Mumbai,2020
Ford EcoSport Titanium + 1.5L Ti-VCT AT [2019-2020],950000.0,52547,Petrol,Ahmedabad,2019
Maruti Suzuki Swift VXi,325000.0,71861,Petrol,Bangalore,2009
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],469000.0,24251,Petrol,Bangalore,2013
Mercedes-Benz S-Class 350 CDI Long Blue-Efficiency,4660000.0,32500,Diesel,Mumbai,2014
Maruti Suzuki Swift VDi,600000.0,82500,Diesel + 1,Poonamallee,2017
Audi A3 40 TFSI Premium,1500000.0,69727,Petrol,Ahmedabad,2015
Hyundai Elite i20 Sportz 1.2,526000.0,54822,Petrol,Pune,2015
Ford Aspire Titanium Plus 1.5 TDCi,425000.0,167000,Diesel,Ahmedabad,2016
Skoda Kushaq Style 1.5L TSI DSG (6 Airbags),1925000.0,23402,Petrol,Bangalore,2021
Hyundai Xcent S 1.2,395000.0,36000,Petrol,Kolkata,2018
Maruti Suzuki S-Presso VXi,430999.0,53958,Petrol,Kolkata,2020
Maruti Suzuki Baleno Zeta Automatic,690000.0,690000,Petrol,Thane,2018
Hyundai i20 Sportz 1.2 (O),430000.0,50546,Petrol,Delhi,2014
Maruti Suzuki Celerio VXi AMT,479000.0,59175,Petrol,Bangalore,2015
Audi A3 35 TDI Premium Plus + Sunroof,2950000.0,17300,Diesel,Bangalore,2018
Maruti Suzuki Ritz Vxi BS-IV,425000.0,88000,Petrol,Hyderabad,2014
Toyota Yaris G MT [2018-2020],785000.0,28103,Petrol,Delhi,2019
Honda Jazz V Petrol,520000.0,73061,Petrol,Hyderabad,2015
Toyota Innova 2.5 G 7 STR BS-IV,725000.0,101330,Diesel,Pune,2012
Maruti Suzuki Baleno Zeta 1.2,942000.0,7773,Petrol,Pune,2021
Land Rover Range Rover Velar 2.0 R-Dynamic SE Petrol 250,8500000.0,29000,Petrol,Faridabad,2020
Maruti Suzuki Alto 800 VXi,401000.0,1953,Petrol,Delhi,2021
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],767000.0,18490,Petrol,Chennai,2019
Hyundai Grand i10 Sportz U2 1.2 CRDi,550000.0,60093,Diesel,Thane,2018
Maruti Suzuki Swift VXi [2014-2017],543000.0,46282,Petrol,Kolkata,2019
Volkswagen Vento Highline Petrol,700000.0,93682,Petrol,Hyderabad,2015
Maruti Suzuki Swift VDi,490000.0,84316,Diesel,Ahmedabad,2015
Kia Seltos HTX Plus AT 1.5 Diesel [2019-2020],1700000.0,20175,Diesel,Hyderabad,2020
Hyundai Elite i20 Asta 1.2 (O) [2016],739000.0,19266,Petrol,Hyderabad,2017
Maruti Suzuki Alto 800 Vxi,322000.0,26802,Petrol,Bangalore,2016
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],717000.0,20454,Petrol,Chennai,2018
Toyota Corolla Altis G CVT Petrol,1227000.0,75766,Petrol,Delhi,2017
Honda City 1.5 V MT,365000.0,80000,Petrol,Thane,2012
Renault Kwid 1.0 RXT Opt,451000.0,2421,Petrol,Pune,2019
Hyundai Creta SX Plus 1.6  Petrol,911000.0,53946,Petrol,Mumbai,2016
Hyundai Xcent S 1.2 (O),434999.0,74000,Petrol,Thane,2015
Hyundai Verna 1.6 VTVT SX,775000.0,22911,Petrol,Thane,2018
Hyundai Creta SX 1.6 AT CRDi,1450000.0,59994,Diesel,Hyderabad,2018
Maruti Suzuki Baleno Delta 1.2,498000.0,48702,Petrol,Delhi,2016
Honda City V,1060000.0,12382,Petrol,Pune,2019
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],629000.0,12930,Petrol,Bangalore,2016
Jeep Compass Limited Plus 2.0 Diesel 4x4 AT,2475000.0,11293,Diesel,Mumbai,2020
Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],994999.0,20440,Petrol,Hyderabad,2019
Maruti Suzuki Swift ZXi,570000.0,43000,Petrol,Thane,2017
